parent,parent_label,entity,entity_label
http://purl.obolibrary.org/obo/PATO_0001509,functionality,http://purl.obolibrary.org/obo/PATO_0001624,decreased functionality
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0010006,cell morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070063,monostratified dendrite cell morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070062,bistratified dendrite cell morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070042,retinal bipolar morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070027,bitufted dendrite cell morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070061,double bouquet morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070012,bitufted cell morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070006,cortical bipolar morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070026,multipolar neuron morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070015,pyramidal family morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070017,standard pyramidal morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070021,inverted pyramidal morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070020,stellate pyramidal morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070019,untufted pyramidal morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070018,tufted pyramidal morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070016,horizontal pyramidal morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070013,spiny stellate cell morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070010,stellate morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070007,Martinotti morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070009,fan Martinotti morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070008,T Martinotti morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070002,basket cell morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070005,nest basket cell morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070004,large basket cell morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070003,small basket cell morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070001,neurogliaform morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070025,unipolar neuron morphology
http://purl.obolibrary.org/obo/PATO_0000051,morphology,http://purl.obolibrary.org/obo/PATO_0070011,chandelier cell morphology
http://purl.obolibrary.org/obo/PATO_0000052,shape,http://purl.obolibrary.org/obo/PATO_0002266,3-D shape
http://purl.obolibrary.org/obo/PATO_0000052,shape,http://purl.obolibrary.org/obo/PATO_0002315,brush-like shape
http://purl.obolibrary.org/obo/PATO_0000052,shape,http://purl.obolibrary.org/obo/PATO_0002267,edge shape
http://purl.obolibrary.org/obo/PATO_0001794,coiling,http://purl.obolibrary.org/obo/PATO_0045009,normal coiling
http://purl.obolibrary.org/obo/PATO_0001794,coiling,http://purl.obolibrary.org/obo/PATO_0001796,decreased coiling
http://purl.obolibrary.org/obo/PATO_0001794,coiling,http://purl.obolibrary.org/obo/PATO_0001795,increased coiling
http://purl.obolibrary.org/obo/PATO_0002009,branchiness,http://purl.obolibrary.org/obo/PATO_0002285,increased branchiness
http://purl.obolibrary.org/obo/PATO_0002009,branchiness,http://purl.obolibrary.org/obo/PATO_0002286,decreased branchiness
http://purl.obolibrary.org/obo/PATO_0001591,curvature,http://purl.obolibrary.org/obo/PATO_0001787,rotational curvature
http://purl.obolibrary.org/obo/PATO_0001591,curvature,http://purl.obolibrary.org/obo/PATO_0002049,lateral and rotional curvature
http://purl.obolibrary.org/obo/PATO_0001591,curvature,http://purl.obolibrary.org/obo/PATO_0001592,increased curvature
http://purl.obolibrary.org/obo/PATO_0001591,curvature,http://purl.obolibrary.org/obo/PATO_0001593,decreased curvature
http://purl.obolibrary.org/obo/PATO_0001591,curvature,http://purl.obolibrary.org/obo/PATO_0045013,normal curvature
http://purl.obolibrary.org/obo/PATO_0000141,structure,http://purl.obolibrary.org/obo/PATO_0005012,complete structure
http://purl.obolibrary.org/obo/PATO_0000141,structure,http://purl.obolibrary.org/obo/PATO_0005013,incomplete structure
http://purl.obolibrary.org/obo/PATO_0000025,composition,http://purl.obolibrary.org/obo/PATO_0001801,decreased water composition
http://purl.obolibrary.org/obo/PATO_0015031,contamination,http://purl.obolibrary.org/obo/PATO_0015033,decreased contamination
http://purl.obolibrary.org/obo/PATO_0015031,contamination,http://purl.obolibrary.org/obo/PATO_0015032,increased contamination
http://purl.obolibrary.org/obo/PATO_0001800,water composition,http://purl.obolibrary.org/obo/PATO_0001801,decreased water composition
http://purl.obolibrary.org/obo/PATO_0002381,waxiness,http://purl.obolibrary.org/obo/PATO_0045082,normal waxiness
http://purl.obolibrary.org/obo/PATO_0002381,waxiness,http://purl.obolibrary.org/obo/PATO_0002383,decreased waxiness
http://purl.obolibrary.org/obo/PATO_0002381,waxiness,http://purl.obolibrary.org/obo/PATO_0002382,increased waxiness
http://purl.obolibrary.org/obo/PATO_0002037,degeneration,http://purl.obolibrary.org/obo/PATO_0015001,absence due to degeneration
http://purl.obolibrary.org/obo/PATO_0002269,accumulation,http://purl.obolibrary.org/obo/PATO_0002271,decreased accumulation
http://purl.obolibrary.org/obo/PATO_0002269,accumulation,http://purl.obolibrary.org/obo/PATO_0002270,increased accumulation
http://purl.obolibrary.org/obo/PATO_0001662,fragility,http://purl.obolibrary.org/obo/PATO_0045025,normal fragility
http://purl.obolibrary.org/obo/PATO_0001662,fragility,http://purl.obolibrary.org/obo/PATO_0002056,decreased fragility
http://purl.obolibrary.org/obo/PATO_0001662,fragility,http://purl.obolibrary.org/obo/PATO_0002055,increased fragility
http://purl.obolibrary.org/obo/PATO_0000973,porosity,http://purl.obolibrary.org/obo/PATO_0015025,decreased porosity
http://purl.obolibrary.org/obo/PATO_0000973,porosity,http://purl.obolibrary.org/obo/PATO_0015024,increased porosity
http://purl.obolibrary.org/obo/PATO_0000970,permeability,http://purl.obolibrary.org/obo/PATO_0045036,normal permeability
http://purl.obolibrary.org/obo/PATO_0000970,permeability,http://purl.obolibrary.org/obo/PATO_0001578,decreased permeability
http://purl.obolibrary.org/obo/PATO_0000970,permeability,http://purl.obolibrary.org/obo/PATO_0001577,increased permeability
http://purl.obolibrary.org/obo/PATO_0015026,stability,http://purl.obolibrary.org/obo/PATO_0015028,decreased stability
http://purl.obolibrary.org/obo/PATO_0015026,stability,http://purl.obolibrary.org/obo/PATO_0015027,increased stability
http://purl.obolibrary.org/obo/PATO_0001620,turgor,http://purl.obolibrary.org/obo/PATO_0045072,normal turgor
http://purl.obolibrary.org/obo/PATO_0001620,turgor,http://purl.obolibrary.org/obo/PATO_0001622,increased turgor
http://purl.obolibrary.org/obo/PATO_0001620,turgor,http://purl.obolibrary.org/obo/PATO_0001621,decreased turgor
http://purl.obolibrary.org/obo/PATO_0000060,spatial pattern,http://purl.obolibrary.org/obo/PATO_0000440,regular spatial pattern
http://purl.obolibrary.org/obo/PATO_0000060,spatial pattern,http://purl.obolibrary.org/obo/PATO_0000330,irregular spatial pattern
http://purl.obolibrary.org/obo/PATO_0000965,symmetry,http://purl.obolibrary.org/obo/PATO_0001324,bilateral symmetry
http://purl.obolibrary.org/obo/PATO_0000019,color pattern,http://purl.obolibrary.org/obo/PATO_0002275,high contrast color pattern
http://purl.obolibrary.org/obo/PATO_0000117,size,http://purl.obolibrary.org/obo/PATO_0045050,normal size
http://purl.obolibrary.org/obo/PATO_0000117,size,http://purl.obolibrary.org/obo/PATO_0000587,decreased size
http://purl.obolibrary.org/obo/PATO_0000117,size,http://purl.obolibrary.org/obo/PATO_0000586,increased size
http://purl.obolibrary.org/obo/PATO_0000117,size,http://purl.obolibrary.org/obo/PATO_0070064,dendritic field size
http://purl.obolibrary.org/obo/PATO_0000117,size,http://purl.obolibrary.org/obo/PATO_0005015,tapered size
http://purl.obolibrary.org/obo/PATO_0001323,area,http://purl.obolibrary.org/obo/PATO_0045051,normal area
http://purl.obolibrary.org/obo/PATO_0001323,area,http://purl.obolibrary.org/obo/PATO_0002058,decreased area
http://purl.obolibrary.org/obo/PATO_0001323,area,http://purl.obolibrary.org/obo/PATO_0002057,increased area
http://purl.obolibrary.org/obo/PATO_0000918,volume,http://purl.obolibrary.org/obo/PATO_0045060,normal volume
http://purl.obolibrary.org/obo/PATO_0000918,volume,http://purl.obolibrary.org/obo/PATO_0000596,decreased volume
http://purl.obolibrary.org/obo/PATO_0000918,volume,http://purl.obolibrary.org/obo/PATO_0000595,increased volume
http://purl.obolibrary.org/obo/PATO_0001711,perimeter,http://purl.obolibrary.org/obo/PATO_0045057,normal perimeter
http://purl.obolibrary.org/obo/PATO_0001711,perimeter,http://purl.obolibrary.org/obo/PATO_0001713,decreased perimeter
http://purl.obolibrary.org/obo/PATO_0001711,perimeter,http://purl.obolibrary.org/obo/PATO_0001712,increased perimeter
http://purl.obolibrary.org/obo/PATO_0001648,circumference,http://purl.obolibrary.org/obo/PATO_0045058,normal circumference
http://purl.obolibrary.org/obo/PATO_0001648,circumference,http://purl.obolibrary.org/obo/PATO_0001899,decreased circumference
http://purl.obolibrary.org/obo/PATO_0001648,circumference,http://purl.obolibrary.org/obo/PATO_0001898,increased circumference
http://purl.obolibrary.org/obo/PATO_0001595,depth,http://purl.obolibrary.org/obo/PATO_0045052,normal depth
http://purl.obolibrary.org/obo/PATO_0001595,depth,http://purl.obolibrary.org/obo/PATO_0001596,increased depth
http://purl.obolibrary.org/obo/PATO_0001595,depth,http://purl.obolibrary.org/obo/PATO_0001472,decreased depth
http://purl.obolibrary.org/obo/PATO_0001334,diameter,http://purl.obolibrary.org/obo/PATO_0045055,normal diameter
http://purl.obolibrary.org/obo/PATO_0001334,diameter,http://purl.obolibrary.org/obo/PATO_0045056,normal anterior-posterior diameter
http://purl.obolibrary.org/obo/PATO_0001334,diameter,http://purl.obolibrary.org/obo/PATO_0005022,uniform diameter
http://purl.obolibrary.org/obo/PATO_0001334,diameter,http://purl.obolibrary.org/obo/PATO_0002043,increased anterior-posterior diameter
http://purl.obolibrary.org/obo/PATO_0001334,diameter,http://purl.obolibrary.org/obo/PATO_0002042,decreased anterior-posterior diameter
http://purl.obolibrary.org/obo/PATO_0001334,diameter,http://purl.obolibrary.org/obo/PATO_0001715,decreased diameter
http://purl.obolibrary.org/obo/PATO_0001334,diameter,http://purl.obolibrary.org/obo/PATO_0001714,increased diameter
http://purl.obolibrary.org/obo/PATO_0002041,anterior-posterior diameter,http://purl.obolibrary.org/obo/PATO_0045056,normal anterior-posterior diameter
http://purl.obolibrary.org/obo/PATO_0002041,anterior-posterior diameter,http://purl.obolibrary.org/obo/PATO_0002043,increased anterior-posterior diameter
http://purl.obolibrary.org/obo/PATO_0002041,anterior-posterior diameter,http://purl.obolibrary.org/obo/PATO_0002042,decreased anterior-posterior diameter
http://purl.obolibrary.org/obo/PATO_0000921,width,http://purl.obolibrary.org/obo/PATO_0045061,normal width
http://purl.obolibrary.org/obo/PATO_0000921,width,http://purl.obolibrary.org/obo/PATO_0000600,increased width
http://purl.obolibrary.org/obo/PATO_0000921,width,http://purl.obolibrary.org/obo/PATO_0000599,decreased width
http://purl.obolibrary.org/obo/PATO_0000915,thickness,http://purl.obolibrary.org/obo/PATO_0045059,normal thickness
http://purl.obolibrary.org/obo/PATO_0000915,thickness,http://purl.obolibrary.org/obo/PATO_0001781,irregular thickness
http://purl.obolibrary.org/obo/PATO_0000915,thickness,http://purl.obolibrary.org/obo/PATO_0000592,decreased thickness
http://purl.obolibrary.org/obo/PATO_0000915,thickness,http://purl.obolibrary.org/obo/PATO_0000591,increased thickness
http://purl.obolibrary.org/obo/PATO_0000122,length,http://purl.obolibrary.org/obo/PATO_0045054,normal length
http://purl.obolibrary.org/obo/PATO_0000122,length,http://purl.obolibrary.org/obo/PATO_0000574,decreased length
http://purl.obolibrary.org/obo/PATO_0000122,length,http://purl.obolibrary.org/obo/PATO_0040030,decreased width and length
http://purl.obolibrary.org/obo/PATO_0000122,length,http://purl.obolibrary.org/obo/PATO_0000573,increased length
http://purl.obolibrary.org/obo/PATO_0000122,length,http://purl.obolibrary.org/obo/PATO_0040031,increased width and length
http://purl.obolibrary.org/obo/PATO_0000119,height,http://purl.obolibrary.org/obo/PATO_0045053,normal height
http://purl.obolibrary.org/obo/PATO_0000119,height,http://purl.obolibrary.org/obo/PATO_0000570,increased height
http://purl.obolibrary.org/obo/PATO_0000119,height,http://purl.obolibrary.org/obo/PATO_0000569,decreased height
http://purl.obolibrary.org/obo/PATO_0002186,polarity,http://purl.obolibrary.org/obo/PATO_0002188,nonpolar polarity
http://purl.obolibrary.org/obo/PATO_0002186,polarity,http://purl.obolibrary.org/obo/PATO_0002187,polar polarity
http://purl.obolibrary.org/obo/PATO_0002027,osmolality,http://purl.obolibrary.org/obo/PATO_0045034,normal osmolality
http://purl.obolibrary.org/obo/PATO_0002027,osmolality,http://purl.obolibrary.org/obo/PATO_0002029,increased osmolality
http://purl.obolibrary.org/obo/PATO_0002027,osmolality,http://purl.obolibrary.org/obo/PATO_0002028,decreased osmolality
http://purl.obolibrary.org/obo/PATO_0001842,acidity,http://purl.obolibrary.org/obo/PATO_0045002,normal acidity
http://purl.obolibrary.org/obo/PATO_0001842,acidity,http://purl.obolibrary.org/obo/PATO_0001843,decreased acidity
http://purl.obolibrary.org/obo/PATO_0001842,acidity,http://purl.obolibrary.org/obo/PATO_0001844,increased acidity
http://purl.obolibrary.org/obo/PATO_0001655,osmolarity,http://purl.obolibrary.org/obo/PATO_0045035,normal osmolarity
http://purl.obolibrary.org/obo/PATO_0001655,osmolarity,http://purl.obolibrary.org/obo/PATO_0001657,increased osmolarity
http://purl.obolibrary.org/obo/PATO_0001655,osmolarity,http://purl.obolibrary.org/obo/PATO_0001656,decreased osmolarity
http://purl.obolibrary.org/obo/PATO_0001536,solubility,http://purl.obolibrary.org/obo/PATO_0045062,normal solubility
http://purl.obolibrary.org/obo/PATO_0001536,solubility,http://purl.obolibrary.org/obo/PATO_0001664,decreased solubility
http://purl.obolibrary.org/obo/PATO_0001536,solubility,http://purl.obolibrary.org/obo/PATO_0001663,increased solubility
http://purl.obolibrary.org/obo/PATO_0002073,avidity,http://purl.obolibrary.org/obo/PATO_0045006,normal avidity
http://purl.obolibrary.org/obo/PATO_0002073,avidity,http://purl.obolibrary.org/obo/PATO_0002075,decreased avidity
http://purl.obolibrary.org/obo/PATO_0002073,avidity,http://purl.obolibrary.org/obo/PATO_0002074,increased avidity
http://purl.obolibrary.org/obo/PATO_0002070,affinity,http://purl.obolibrary.org/obo/PATO_0045004,normal affinity
http://purl.obolibrary.org/obo/PATO_0002070,affinity,http://purl.obolibrary.org/obo/PATO_0002072,decreased affinity
http://purl.obolibrary.org/obo/PATO_0002070,affinity,http://purl.obolibrary.org/obo/PATO_0002071,increased affinity
http://purl.obolibrary.org/obo/PATO_0002262,phosphorylation,http://purl.obolibrary.org/obo/PATO_0045037,normal phosphorylation
http://purl.obolibrary.org/obo/PATO_0002262,phosphorylation,http://purl.obolibrary.org/obo/PATO_0002222,decreased phosphorylation
http://purl.obolibrary.org/obo/PATO_0002262,phosphorylation,http://purl.obolibrary.org/obo/PATO_0002221,increased phosphorylation
http://purl.obolibrary.org/obo/PATO_0001488,cellular motility,http://purl.obolibrary.org/obo/PATO_0045008,normal cellular motility
http://purl.obolibrary.org/obo/PATO_0001488,cellular motility,http://purl.obolibrary.org/obo/PATO_0002298,increased cellular motility
http://purl.obolibrary.org/obo/PATO_0001488,cellular motility,http://purl.obolibrary.org/obo/PATO_0002297,decreased cellular motility
http://purl.obolibrary.org/obo/PATO_0000070,amount,http://purl.obolibrary.org/obo/PATO_0002050,normal amount
http://purl.obolibrary.org/obo/PATO_0000070,amount,http://purl.obolibrary.org/obo/PATO_0001997,decreased amount
http://purl.obolibrary.org/obo/PATO_0000070,amount,http://purl.obolibrary.org/obo/PATO_0000470,increased amount
http://purl.obolibrary.org/obo/PATO_0000049,intensity,http://purl.obolibrary.org/obo/PATO_0002629,profound intensity
http://purl.obolibrary.org/obo/PATO_0000049,intensity,http://purl.obolibrary.org/obo/PATO_0001841,remittent intensity
http://purl.obolibrary.org/obo/PATO_0000049,intensity,http://purl.obolibrary.org/obo/PATO_0001783,decreased intensity
http://purl.obolibrary.org/obo/PATO_0000049,intensity,http://purl.obolibrary.org/obo/PATO_0002628,borderline intensity
http://purl.obolibrary.org/obo/PATO_0000049,intensity,http://purl.obolibrary.org/obo/PATO_0000396,severe intensity
http://purl.obolibrary.org/obo/PATO_0000049,intensity,http://purl.obolibrary.org/obo/PATO_0001782,increased intensity
http://purl.obolibrary.org/obo/PATO_0000049,intensity,http://purl.obolibrary.org/obo/PATO_0000395,moderate intensity
http://purl.obolibrary.org/obo/PATO_0000049,intensity,http://purl.obolibrary.org/obo/PATO_0000394,mild intensity
