iri	entity	attribute
OBA_VT0003520	UBERON_0004014	PATO_0000051
OBA_VT0003522	UBERON_0004014	PATO_0000117
OBA_VT0003524	UBERON_0004014	PATO_0000052
OBA_VT0003528	UBERON_0000997	PATO_0000117
OBA_VT0003529	UBERON_0002411	PATO_0000117
OBA_VT0003553	UBERON_0001332	PATO_0000051
OBA_VT0003562	CL_0000169	PATO_0001509
OBA_VT0003563	CL_0000171	PATO_0001509
OBA_VT0003568	UBERON_0013769	PATO_0000051
OBA_VT0003574	UBERON_0003889	PATO_0000051
OBA_VT0003576	UBERON_0003889	PATO_0000117
OBA_VT0003585	UBERON_0000056	PATO_0000117
OBA_VT0003588	UBERON_0000056	PATO_0000921
OBA_VT0003589	UBERON_0000056	PATO_0001509
OBA_VT0003592	UBERON_0000057	PATO_0000921
OBA_VT0003594	UBERON_0000057	PATO_0000117
OBA_VT0003599	UBERON_0000989	PATO_0000117
OBA_VT0003606	UBERON_0001285	PATO_0001509
OBA_VT0003607	UBERON_0002367	PATO_0001509
OBA_VT0003618	UBERON_0013758	PATO_0000117
OBA_VT0003619	UBERON_0001088	PATO_0000014
OBA_VT0003626	CL_1000504	PATO_0000070
OBA_VT0003630	UBERON_0000365	PATO_0000051
OBA_VT0003632	UBERON_0001016	PATO_0000051
OBA_VT0003633	UBERON_0001016	PATO_0001509
OBA_VT0003634	CL_0000125	PATO_0000051
OBA_VT0003641	UBERON_0002048	PATO_0000117
OBA_VT0003646	UBERON_0001630	PATO_0001815
OBA_VT0003647	CL_0000128	PATO_0001555
OBA_VT0003648	CL_0000681	PATO_0000051
OBA_VT0003650	UBERON_0002113	PATO_0000052
OBA_VT0003652	UBERON_0000014	PATO_0001620
OBA_VT0003656	CL_0000232	PATO_0001509
OBA_VT0003661	UBERON_0002148	PATO_0000051
OBA_VT0003662	UBERON_0006771	PATO_0000051
OBA_VT0003668	UBERON_0001758	PATO_0000051
OBA_VT0003670	UBERON_0001230	PATO_0000117
OBA_VT0003673	UBERON_0003702	PATO_0000051
OBA_VT0003677	UBERON_0001847	PATO_0000051
OBA_VT0003679	UBERON_0001847	PATO_0000117
OBA_VT0003684	UBERON_0002127	PATO_0000051
OBA_VT0003685	UBERON_0014463	PATO_0000051
OBA_VT0003686	UBERON_0004277	PATO_0000051
OBA_VT0003690	CL_0000125	PATO_0001509
OBA_VT0003691	CL_0000129	PATO_0001509
OBA_VT0003696	UBERON_0000086	PATO_0000051
OBA_VT0003698	UBERON_0000079	PATO_0001509
OBA_VT0003699	UBERON_0000474	PATO_0001509
OBA_VT0003703	UBERON_0000395	PATO_0000051
OBA_VT0003705	UBERON_0002072	PATO_0000051
OBA_VT0003720	UBERON_0001049	PATO_0000136
OBA_VT0003722	UBERON_0000056	PATO_0001555
OBA_VT0003723	UBERON_0002495	PATO_0000051
OBA_VT0003727	UBERON_0001781	PATO_0000051
OBA_VT0003728	UBERON_0001787	PATO_0000051
OBA_VT0003729	GO_0001750	PATO_0000051
OBA_VT0003730	GO_0001917	PATO_0000051
OBA_VT0003731	UBERON_0001789	PATO_0000051
OBA_VT0003732	UBERON_0001790	PATO_0000051
OBA_VT0003733	UBERON_0001791	PATO_0000051
OBA_VT0003734	UBERON_0001795	PATO_0000051
OBA_VT0003737	UBERON_0001867	PATO_0000051
OBA_VT0003739	UBERON_0001686	PATO_0000117
OBA_VT0003743	UBERON_0001456	PATO_0000051
OBA_VT0003745	UBERON_0003729	PATO_0000051
OBA_VT0003749	UBERON_0000165	PATO_0000052
OBA_VT0003755	UBERON_0001716	PATO_0000051
OBA_VT0003756	UBERON_0003216	PATO_0000051
OBA_VT0003759	UBERON_0001716	PATO_0000921
OBA_VT0003760	UBERON_0001716	PATO_0000122
OBA_VT0003763	UBERON_0002370	PATO_0001509
OBA_VT0003764	UBERON_0001716	PATO_0001595
OBA_VT0003769	UBERON_0001833	PATO_0000051
OBA_VT0003771	UBERON_0001833	PATO_0000052
OBA_VT0003791	UBERON_0001830	PATO_0000051
OBA_VT0003792	UBERON_0001829	PATO_0000051
OBA_VT0003793	UBERON_0001736	PATO_0000051
OBA_VT0003797	UBERON_0002482	PATO_0000051
OBA_VT0003800	UBERON_0002544	PATO_0000070
OBA_VT0003809	UBERON_0002074	PATO_0000051
OBA_VT0003810	UBERON_0002076	PATO_0000051
OBA_VT0003811	UBERON_0002077	PATO_0000051
OBA_VT0003812	UBERON_0005184	PATO_0000051
OBA_VT0003815	UBERON_0001037	PATO_0001555
OBA_VT0003817	UBERON_0005356	PATO_0000051
OBA_VT0003825	CL_1000191	PATO_0000051
OBA_VT0003826	UBERON_0003890	PATO_0000051
OBA_VT0003827	UBERON_0003074	PATO_0000051
OBA_VT0003840	UBERON_0002489	PATO_0000051
OBA_VT0003841	UBERON_0002491	PATO_0000051
OBA_VT0003842	UBERON_0002490	PATO_0000051
OBA_VT0003843	UBERON_0002492	PATO_0000051
OBA_VT0003844	UBERON_0003954	PATO_0000051
OBA_VT0003854	UBERON_0003822	PATO_0000051
OBA_VT0003855	UBERON_0002386	PATO_0000051
OBA_VT0003856	UBERON_0000376	PATO_0000051
OBA_VT0003857	UBERON_0003823	PATO_0000051
OBA_VT0003859	UBERON_0004187	PATO_0001509
OBA_VT0003871	UBERON_0000347	PATO_0000051
OBA_VT0003877	CL_0000850	PATO_0000051
OBA_VT0003878	UBERON_0001690	PATO_0001509
OBA_VT0003879	CL_0000855	PATO_0001509
OBA_VT0003881	UBERON_0001285	PATO_0000051
OBA_VT0003883	UBERON_0000945	PATO_0000117
OBA_VT0003886	UBERON_0008780	PATO_0000051
OBA_VT0003890	UBERON_0004015	PATO_0000051
OBA_VT0003892	UBERON_0000325	PATO_0000051
OBA_VT0003920	UBERON_0002080	PATO_0000051
OBA_VT0003921	UBERON_0002084	PATO_0000051
OBA_VT0003932	UBERON_0003955	PATO_0000051
OBA_VT0003933	UBERON_0001753	PATO_0000051
OBA_VT0003939	UBERON_0003082	PATO_0000051
OBA_VT0003940	UBERON_0004016	PATO_0000051
OBA_VT0003945	CL_0000542	PATO_0001509
OBA_VT0003947	CHEBI_16113	PATO_0000070
OBA_VT0003952	CHEBI_30052	PATO_0000070
OBA_VT0003954	UBERON_0004369	PATO_0000051
OBA_VT0003955	UBERON_0003092	PATO_0000051
OBA_VT0003974	UBERON_0002165	PATO_0000051
OBA_VT0003984	UBERON_0000922	PATO_0001492
OBA_VT0003986	UBERON_0000395	PATO_0000117
OBA_VT0003987	UBERON_0002824	PATO_0000117
OBA_VT0003989	UBERON_0010415	PATO_0000051
OBA_VT0003993	UBERON_0002260	PATO_0000051
OBA_VT0003994	UBERON_0002261	PATO_0000051
OBA_VT0004002	UBERON_0002115	PATO_0000051
OBA_VT0004005	UBERON_0004221	PATO_0001579
OBA_VT0004006	UBERON_0012377	PATO_0001579
OBA_VT0004007	UBERON_0003512	PATO_0000051
OBA_VT0004020	UBERON_0000173	PATO_0000918
OBA_VT0004032	UBERON_0005455	PATO_0000051
OBA_VT0004035	UBERON_0001832	PATO_0000051
OBA_VT0004047	UBERON_0001913	PATO_0000025
OBA_VT0004054	UBERON_0004017	PATO_0000051
OBA_VT0004062	UBERON_0002078	PATO_0000918
OBA_VT0004063	UBERON_0002079	PATO_0000918
OBA_VT0004066	UBERON_0003062	PATO_0000051
OBA_VT0004069	UBERON_0003718	PATO_0000051
OBA_VT0004074	CL_0002375	PATO_0000051
OBA_VT0004075	CL_0002375	PATO_0000070
OBA_VT0004077	UBERON_0002435	PATO_0000051
OBA_VT0004078	UBERON_0001873	PATO_0000051
OBA_VT0004079	UBERON_0001874	PATO_0000051
OBA_VT0004080	UBERON_0001882	PATO_0000051
OBA_VT0004081	UBERON_0001875	PATO_0000051
OBA_VT0004082	UBERON_0001904	PATO_0000051
OBA_VT0004087	CL_0000187	PATO_0000051
OBA_VT0004088	GO_0016529	PATO_0000051
OBA_VT0004090	GO_0030017	PATO_0000051
OBA_VT0004091	GO_0030018	PATO_0000051
OBA_VT0004093	GO_0030018	PATO_0000060
OBA_VT0004094	GO_0031430	PATO_0000051
OBA_VT0004095	UBERON_0001702	PATO_0000051
OBA_VT0004097	UBERON_0002129	PATO_0000051
OBA_VT0004098	CL_0001031	PATO_0000051
OBA_VT0004099	UBERON_0011915	PATO_0000051
OBA_VT0004100	CL_0005000	PATO_0000051
OBA_VT0004102	UBERON_0005383	PATO_0000051
OBA_VT0004103	UBERON_0005403	PATO_0000051
OBA_VT0004104	UBERON_0000019	PATO_0000052
OBA_VT0004107	UBERON_0001631	PATO_0000051
OBA_VT0004111	UBERON_0001621	PATO_0000051
OBA_VT0004113	UBERON_0004363	PATO_0000051
OBA_VT0004114	UBERON_0002352	PATO_0000051
OBA_VT0004115	UBERON_0002351	PATO_0000051
OBA_VT0004117	UBERON_0002353	PATO_0000051
OBA_VT0004118	UBERON_0004019	PATO_0000051
OBA_VT0004121	GO_0042383	PATO_0000051
OBA_VT0004123	UBERON_0002350	PATO_0000051
OBA_VT0004124	UBERON_0002354	PATO_0000051
OBA_VT0004127	UBERON_0002072	PATO_0000915
OBA_VT0004128	CL_0000136	PATO_0000051
OBA_VT0004134	UBERON_0000915	PATO_0000051
OBA_VT0004136	UBERON_0000378	PATO_0000051
OBA_VT0004138	CL_0000651	PATO_0000051
OBA_VT0004140	CL_0000446	PATO_0000051
OBA_VT0004141	CL_0000164	PATO_0000051
OBA_VT0004142	UBERON_0001630	PATO_0001439
OBA_VT0004147	CHEBI_8337	PATO_0000070
OBA_VT0004162	UBERON_0002206	PATO_0000051
OBA_VT0004163	UBERON_0002196	PATO_0000051
OBA_VT0004165	UBERON_0001926	PATO_0000051
OBA_VT0004166	UBERON_0000349	PATO_0000051
OBA_VT0004167	UBERON_0002967	PATO_0000051
OBA_VT0004168	UBERON_0002973	PATO_0000051
OBA_VT0004169	UBERON_0002600	PATO_0000051
OBA_VT0004170	UBERON_0004167	PATO_0000051
OBA_VT0004173	UBERON_0001066	PATO_0000051
OBA_VT0004174	UBERON_0001130	PATO_0001591
OBA_VT0004183	UBERON_0000013	PATO_0001509
OBA_VT0004184	UBERON_0004019	PATO_0001509
OBA_VT0004186	UBERON_0002162	PATO_0000051
OBA_VT0004189	UBERON_0004103	PATO_0000051
OBA_VT0004192	UBERON_0004200	PATO_0000051
OBA_VT0004193	UBERON_0001228	PATO_0000051
OBA_VT0004194	UBERON_0001224	PATO_0000051
OBA_VT0004195	UBERON_0006517	PATO_0000051
OBA_VT0004203	UBERON_0005818	PATO_0000051
OBA_VT0004204	UBERON_0001687	PATO_0000117
OBA_VT0004214	UBERON_0004769	PATO_0000051
OBA_VT0004221	UBERON_0006206	PATO_0000051
OBA_VT0004223	UBERON_0004028	PATO_0000117
OBA_VT0004226	UBERON_0004029	PATO_0000117
OBA_VT0004230	CL_0002355	PATO_0000051
OBA_VT0004234	UBERON_0003681	PATO_0000051
OBA_VT0004235	UBERON_0001597	PATO_0000051
OBA_VT0004236	UBERON_0001597	PATO_0000117
OBA_VT0004237	UBERON_0006720	PATO_0000051
OBA_VT0004238	UBERON_0006720	PATO_0000117
OBA_VT0004239	UBERON_0001598	PATO_0000051
OBA_VT0004240	UBERON_0001598	PATO_0000117
OBA_VT0004242	CL_0000784	PATO_0000051
OBA_VT0004246	UBERON_0001386	PATO_0000051
OBA_VT0004248	UBERON_0003900	PATO_0000051
OBA_VT0004249	UBERON_0004721	PATO_0000051
OBA_VT0004252	GO_0001947	PATO_0000039
OBA_VT0004256	UBERON_0002450	PATO_0000051
OBA_VT0004257	UBERON_0001987	PATO_0000128
OBA_VT0004258	UBERON_0001987	PATO_0000117
OBA_VT0004261	UBERON_0004022	PATO_0000051
OBA_VT0004264	UBERON_0000478	PATO_0001509
OBA_VT0004266	UBERON_0001987	PATO_0000014
OBA_VT0004267	UBERON_0001908	PATO_0000051
OBA_VT0004268	UBERON_0003098	PATO_0000051
OBA_VT0004269	UBERON_0003072	PATO_0000051
OBA_VT0004272	GO_0005604	PATO_0000051
OBA_VT0004273	UBERON_0000482	PATO_0000051
OBA_VT0004274	UBERON_0004023	PATO_0000051
OBA_VT0004275	UBERON_0004922	PATO_0000051
OBA_VT0004276	UBERON_0004024	PATO_0000051
OBA_VT0004277	UBERON_0004025	PATO_0000051
OBA_VT0004278	UBERON_0004026	PATO_0000051
OBA_VT0004280	UBERON_0001715	PATO_0000051
OBA_VT0004281	UBERON_0002871	PATO_0000051
OBA_VT0004284	UBERON_0004367	PATO_0000051
OBA_VT0004286	UBERON_0011859	PATO_0000051
OBA_VT0004287	UBERON_0002276	PATO_0000051
OBA_VT0004288	UBERON_0006725	PATO_0000051
OBA_VT0004289	UBERON_0001839	PATO_0000051
OBA_VT0004290	UBERON_0002496	PATO_0000051
OBA_VT0004293	CL_0002670	PATO_0000051
OBA_VT0004294	CL_0002666	PATO_0000051
OBA_VT0004295	CL_0002669	PATO_0000051
OBA_VT0004296	CL_0002668	PATO_0000051
OBA_VT0004297	CL_1001451	PATO_0000051
OBA_VT0004300	CL_0002490	PATO_0000051
OBA_VT0004302	CL_0000635	PATO_0000051
OBA_VT0004303	CL_0000633	PATO_0000051
OBA_VT0004305	UBERON_0006106	PATO_0000051
OBA_VT0004306	UBERON_0006106	PATO_0000117
OBA_VT0004308	UBERON_0002226	PATO_0000051
OBA_VT0004310	UBERON_0003051	PATO_0000117
OBA_VT0004316	UBERON_0001854	PATO_0000117
OBA_VT0004320	UBERON_0000975	PATO_0000052
OBA_VT0004321	UBERON_0000975	PATO_0000122
OBA_VT0004322	UBERON_0002208	PATO_0000051
OBA_VT0004323	UBERON_0000975	PATO_0000117
OBA_VT0004326	CL_0000609	PATO_0001555
OBA_VT0004330	UBERON_0002212	PATO_0000051
OBA_VT0004333	UBERON_0002214	PATO_0000051
OBA_VT0004335	UBERON_0001853	PATO_0000117
OBA_VT0004338	UBERON_0001105	PATO_0000117
OBA_VT0004340	UBERON_0001124	PATO_0000122
OBA_VT0004343	UBERON_0001124	PATO_0000117
OBA_VT0004345	UBERON_0002497	PATO_0000051
OBA_VT0004347	UBERON_0004651	PATO_0000051
OBA_VT0004348	UBERON_0000981	PATO_0000122
OBA_VT0004350	UBERON_0000976	PATO_0000122
OBA_VT0004353	UBERON_0002498	PATO_0000051
OBA_VT0004355	UBERON_0001423	PATO_0000122
OBA_VT0004357	UBERON_0000979	PATO_0000122
OBA_VT0004358	UBERON_0000979	PATO_0001591
OBA_VT0004361	UBERON_0001424	PATO_0001591
OBA_VT0004364	UBERON_0002282	PATO_0000117
OBA_VT0004365	CL_0002493	PATO_0000051
OBA_VT0004366	CL_0002492	PATO_0000051
OBA_VT0004367	CL_0002486	PATO_0000051
OBA_VT0004370	UBERON_0001424	PATO_0000122
OBA_VT0004371	UBERON_0000981	PATO_0001591
OBA_VT0004372	UBERON_0001446	PATO_0001591
OBA_VT0004373	UBERON_0000976	PATO_0001591
OBA_VT0004374	UBERON_0001423	PATO_0001591
OBA_VT0004387	UBERON_0003063	PATO_0000051
OBA_VT0004389	UBERON_0002188	PATO_0000051
OBA_VT0004390	UBERON_0004903	PATO_0000051
OBA_VT0004391	UBERON_0000117	PATO_0000051
OBA_VT0004393	CL_0000589	PATO_0000051
OBA_VT0004394	CL_0000589	PATO_0001555
OBA_VT0004399	CL_0000601	PATO_0000051
OBA_VT0004400	CL_0000601	PATO_0001555
OBA_VT0004406	CL_0000202	PATO_0001555
OBA_VT0004409	UBERON_0006935	PATO_0000051
OBA_VT0004423	UBERON_0001695	PATO_0000051
OBA_VT0004425	UBERON_0002518	PATO_0000051
OBA_VT0004426	UBERON_0002499	PATO_0000051
OBA_VT0004427	UBERON_0001862	PATO_0000051
OBA_VT0004430	CL_0000634	PATO_0000051
OBA_VT0004432	CL_0000202	PATO_0001509
OBA_VT0004433	CL_0000589	PATO_0001509
OBA_VT0004434	CL_0000601	PATO_0001509
OBA_VT0004438	CL_0000609	PATO_0001509
OBA_VT0004448	UBERON_0008828	PATO_0000051
OBA_VT0004452	UBERON_0004649	PATO_0000051
OBA_VT0004453	UBERON_0010389	PATO_0000051
OBA_VT0004457	UBERON_0002478	PATO_0000051
OBA_VT0004466	CL_0000601	PATO_0000122
OBA_VT0004469	UBERON_0002500	PATO_0000051
OBA_VT0004479	UBERON_0002501	PATO_0000051
OBA_VT0004480	UBERON_0002502	PATO_0000051
OBA_VT0004481	UBERON_0006763	PATO_0000051
OBA_VT0004482	CL_0002172	PATO_0000051
OBA_VT0004493	UBERON_0001844	PATO_0000117
OBA_VT0004939	CL_0000236	PATO_0000051
OBA_VT0004940	CL_0000819	PATO_0000051
OBA_VT0004941	CL_0000815	PATO_0000051
OBA_VT0004946	CL_0000815	PATO_0001509
OBA_VT0004951	UBERON_0002106	PATO_0000128
OBA_VT0004954	UBERON_0002370	PATO_0000128
OBA_VT0004972	CL_0000815	PATO_0001555
OBA_VT0004976	CL_0000819	PATO_0001555
OBA_VT0005006	CL_0000062	PATO_0001509
OBA_VT0005007	UBERON_0001474	PATO_0001019
OBA_VT0005019	CL_0002046	PATO_0000051
OBA_VT0005020	CL_0002048	PATO_0000051
OBA_VT0005022	CL_0000816	PATO_0000051
OBA_VT0005028	UBERON_0004345	PATO_0000051
OBA_VT0005029	UBERON_0000305	PATO_0000051
OBA_VT0005031	UBERON_0000088	PATO_0000051
OBA_VT0005032	UBERON_0004364	PATO_0000051
OBA_VT0005033	CL_0002488	PATO_0000051
OBA_VT0005034	UBERON_0001245	PATO_0000051
OBA_VT0005045	UBERON_0002123	PATO_0001323
OBA_VT0005061	CL_0000771	PATO_0000051
OBA_VT0005065	CL_0000775	PATO_0000051
OBA_VT0005068	CL_0000623	PATO_0000051
OBA_VT0005069	CL_0000623	PATO_0001509
OBA_VT0005078	CL_0000910	PATO_0001509
OBA_VT0005081	UBERON_0001993	PATO_0000051
OBA_VT0005082	UBERON_0002071	PATO_0000051
OBA_VT0005083	UBERON_0001173	PATO_0000051
OBA_VT0005084	UBERON_0002110	PATO_0000051
OBA_VT0005085	UBERON_0002110	PATO_0001509
OBA_VT0005086	UBERON_0001970	PATO_0000918
OBA_VT0005089	CL_0002489	PATO_0000070
OBA_VT0005096	CL_0000765	PATO_0000070
OBA_VT0005098	UBERON_0001776	PATO_0000051
OBA_VT0005099	UBERON_0001775	PATO_0000051
OBA_VT0005104	UBERON_0004454	PATO_0000051
OBA_VT0005105	UBERON_0001686	PATO_0000051
OBA_VT0005106	UBERON_0001688	PATO_0000051
OBA_VT0005107	UBERON_0001687	PATO_0000051
OBA_VT0005108	UBERON_0001424	PATO_0000051
OBA_VT0005109	UBERON_0002395	PATO_0000051
OBA_VT0005110	UBERON_0002395	PATO_0000117
OBA_VT0005112	UBERON_0002257	PATO_0000051
OBA_VT0005113	CL_0000100	PATO_0000070
OBA_VT0005149	UBERON_0004346	PATO_0000051
OBA_VT0005168	GO_0007126	PATO_0000383
OBA_VT0005169	GO_0007126	PATO_0000384
OBA_VT0005187	UBERON_0000989	PATO_0000051
OBA_VT0005189	UBERON_0002356	PATO_0000122
OBA_VT0005193	UBERON_0001801	PATO_0000051
OBA_VT0005194	UBERON_0011892	PATO_0000051
OBA_VT0005195	UBERON_0001802	PATO_0000051
OBA_VT0005197	UBERON_0001768	PATO_0000051
OBA_VT0005198	UBERON_0003956	PATO_0000051
OBA_VT0005201	UBERON_0001782	PATO_0000051
OBA_VT0005203	UBERON_0004028	PATO_0000051
OBA_VT0005204	UBERON_0004029	PATO_0000051
OBA_VT0005205	UBERON_0001766	PATO_0000051
OBA_VT0005206	UBERON_0001796	PATO_0000051
OBA_VT0005207	UBERON_0004030	PATO_0000051
OBA_VT0005208	UBERON_0001779	PATO_0000051
OBA_VT0005209	UBERON_0001199	PATO_0000051
OBA_VT0005211	UBERON_0001199	PATO_0000915
OBA_VT0005215	UBERON_0000006	PATO_0000051
OBA_VT0005216	CL_0000171	PATO_0000051
OBA_VT0005217	CL_0000169	PATO_0000051
OBA_VT0005218	CL_0000173	PATO_0000051
OBA_VT0005220	UBERON_0000017	PATO_0000051
OBA_VT0005222	UBERON_0002329	PATO_0000117
OBA_VT0005231	UBERON_0002525	PATO_0000051
OBA_VT0005232	UBERON_0002509	PATO_0000051
OBA_VT0005235	UBERON_0005366	PATO_0000051
OBA_VT0005236	UBERON_0001579	PATO_0000051
OBA_VT0005237	UBERON_0002265	PATO_0000051
OBA_VT0005239	UBERON_0003957	PATO_0000051
OBA_VT0005240	CL_0000561	PATO_0000051
OBA_VT0005241	UBERON_0001792	PATO_0000051
OBA_VT0005246	UBERON_0001697	PATO_0000051
OBA_VT0005247	UBERON_0001601	PATO_0000051
OBA_VT0005248	UBERON_0004187	PATO_0000051
OBA_VT0005249	UBERON_0001682	PATO_0000051
OBA_VT0005250	CL_0000216	PATO_0001555
OBA_VT0005252	UBERON_0001818	PATO_0000051
OBA_VT0005253	UBERON_0000019	PATO_0001509
OBA_VT0005267	UBERON_0002894	PATO_0000051
OBA_VT0005269	UBERON_0001676	PATO_0000051
OBA_VT0005270	UBERON_0001683	PATO_0000051
OBA_VT0005271	UBERON_0001680	PATO_0000051
OBA_VT0005272	UBERON_0001678	PATO_0000051
OBA_VT0005273	UBERON_0002517	PATO_0000051
OBA_VT0005274	UBERON_0011156	PATO_0000051
OBA_VT0005277	UBERON_0002298	PATO_0000051
OBA_VT0005294	UBERON_0002082	PATO_0000051
OBA_VT0005296	UBERON_0000976	PATO_0000051
OBA_VT0005298	UBERON_0001105	PATO_0000051
OBA_VT0005299	UBERON_0001767	PATO_0000051
OBA_VT0005300	UBERON_0001777	PATO_0000051
OBA_VT0005301	UBERON_0001985	PATO_0000051
OBA_VT0005303	UBERON_0001255	PATO_0001641
OBA_VT0005305	UBERON_0008807	PATO_0000117
OBA_VT0005306	UBERON_0003221	PATO_0000051
OBA_VT0005310	UBERON_0001044	PATO_0001509
OBA_VT0005325	UBERON_0004212	PATO_0000051
OBA_VT0005326	CL_0000653	PATO_0000051
OBA_VT0005327	CL_0000650	PATO_0000051
OBA_VT0005329	UBERON_0002349	PATO_0000051
OBA_VT0005334	UBERON_0003916	PATO_0000051
OBA_VT0005335	UBERON_0003428	PATO_0000051
OBA_VT0005336	UBERON_0010410	PATO_0000051
OBA_VT0005337	UBERON_0010411	PATO_0000051
OBA_VT0005353	UBERON_0002446	PATO_0000051
OBA_VT0005354	UBERON_0001273	PATO_0000051
OBA_VT0005355	UBERON_0002046	PATO_0000117
OBA_VT0005358	UBERON_0001098	PATO_0000051
OBA_VT0005361	UBERON_0000007	PATO_0000117
OBA_VT0005362	CL_0000453	PATO_0001509
OBA_VT0005372	UBERON_0000104	PATO_0001629
OBA_VT0005404	GO_0030424	PATO_0000051
OBA_VT0005406	UBERON_0000948	PATO_0000117
OBA_VT0005423	UBERON_0000012	PATO_0001509
OBA_VT0005425	CL_0000235	PATO_0000070
OBA_VT0005431	CL_0000023	PATO_0001555
OBA_VT0005432	CL_0000826	PATO_0000051
OBA_VT0005437	CHEBI_28087	PATO_0000070
OBA_VT0005450	GO_0008152	PATO_0001021
OBA_VT0005452	UBERON_0001013	PATO_0000070
OBA_VT0005461	CL_0000451	PATO_0000051
OBA_VT0005464	CL_0000233	PATO_0001509
OBA_VT0005488	CL_0002328	PATO_0000070
OBA_VT0005490	CL_0000158	PATO_0001555
OBA_VT0005499	UBERON_0000005	PATO_0000051
OBA_VT0005500	UBERON_0001033	PATO_0000051
OBA_VT0005501	UBERON_0000014	PATO_0001509
OBA_VT0005502	UBERON_0001008	PATO_0001509
OBA_VT0005503	UBERON_0000043	PATO_0000051
OBA_VT0005504	UBERON_0000211	PATO_0000051
OBA_VT0005535	UBERON_0000468	PATO_0000146
OBA_VT0005537	UBERON_0002289	PATO_0000051
OBA_VT0005543	UBERON_0000964	PATO_0000915
OBA_VT0005547	CL_0000636	PATO_0000051
OBA_VT0005592	UBERON_0004237	PATO_0000051
OBA_VT0005593	UBERON_0004237	PATO_0001579
OBA_VT0005603	CL_0000540	PATO_0000117
OBA_VT0005623	UBERON_0002360	PATO_0000051
OBA_VT0005629	UBERON_0002048	PATO_0000128
OBA_VT0005645	UBERON_0001898	PATO_0001509
OBA_VT0005646	UBERON_0000007	PATO_0001509
OBA_VT0005647	UBERON_0003937	PATO_0001509
OBA_VT0005650	UBERON_0004347	PATO_0000051
OBA_VT0005651	UBERON_0009117	PATO_0000051
OBA_VT0005657	UBERON_0003075	PATO_0000051
OBA_VT0005675	UBERON_0002110	PATO_0000117
OBA_VT0006000	UBERON_0001772	PATO_0000051
OBA_VT0006004	CL_0000099	PATO_0000051
OBA_VT0006005	CL_0000099	PATO_0001555
OBA_VT0006006	CL_0000101	PATO_0001555
OBA_VT0006007	UBERON_0002420	PATO_0000051
OBA_VT0006011	UBERON_0001860	PATO_0000051
OBA_VT0006014	UBERON_0002223	PATO_0000117
OBA_VT0006018	UBERON_0002364	PATO_0000051
OBA_VT0006019	UBERON_0002364	PATO_0000117
OBA_VT0006020	UBERON_0002218	PATO_0000117
OBA_VT0006021	UBERON_0002281	PATO_0000051
OBA_VT0006025	UBERON_0002281	PATO_0000117
OBA_VT0006026	UBERON_0002187	PATO_0000117
OBA_VT0006029	UBERON_0003089	PATO_0000051
OBA_VT0006030	UBERON_0003051	PATO_0000051
OBA_VT0006031	UBERON_0004117	PATO_0000051
OBA_VT0006032	UBERON_0000084	PATO_0000051
OBA_VT0006033	UBERON_0001352	PATO_0000051
OBA_VT0006055	CL_0000071	PATO_0000051
OBA_VT0006057	CL_0000071	PATO_0001555
OBA_VT0006061	UBERON_0002081	PATO_0000965
OBA_VT0006062	UBERON_0004087	PATO_0000051
OBA_VT0006063	UBERON_0001072	PATO_0000051
OBA_VT0006064	UBERON_0001585	PATO_0000051
OBA_VT0006065	UBERON_0000948	PATO_0000140
OBA_VT0006068	CL_0000745	PATO_0000051
OBA_VT0006069	UBERON_0003902	PATO_0000051
OBA_VT0006078	UBERON_0002030	PATO_0000051
OBA_VT0006083	UBERON_0003614	PATO_0000051
OBA_VT0006089	UBERON_0001854	PATO_0000051
OBA_VT0006090	UBERON_0001853	PATO_0000051
OBA_VT0006091	UBERON_0001997	PATO_0000051
OBA_VT0006092	CL_0000207	PATO_0000051
OBA_VT0006099	UBERON_0005391	PATO_0000915
OBA_VT0006100	UBERON_0001943	PATO_0000051
OBA_VT0006102	UBERON_0001943	PATO_0000117
OBA_VT0006103	UBERON_0003299	PATO_0000051
OBA_VT0006104	UBERON_0002314	PATO_0000051
OBA_VT0006105	UBERON_0002314	PATO_0000117
OBA_VT0006107	UBERON_0002087	PATO_0000051
OBA_VT0006113	UBERON_0002099	PATO_0000051
OBA_VT0006127	UBERON_0013768	PATO_0000133
OBA_VT0006151	UBERON_0000964	PATO_0001591
OBA_VT0006162	UBERON_0001711	PATO_0000915
OBA_VT0006168	UBERON_0013766	PATO_0000051
OBA_VT0006173	CL_0000782	PATO_0000051
OBA_VT0006175	UBERON_0001776	PATO_0000117
OBA_VT0006192	UBERON_0010367	PATO_0000051
OBA_VT0006195	UBERON_0010230	PATO_0000133
OBA_VT0006210	UBERON_0001697	PATO_0000117
OBA_VT0006212	UBERON_0001697	PATO_0000921
OBA_VT0006213	UBERON_0001697	PATO_0001595
OBA_VT0006214	UBERON_0001697	PATO_0000965
OBA_VT0006215	UBERON_0001783	PATO_0000051
OBA_VT0006216	UBERON_0001783	PATO_0000117
OBA_VT0006228	UBERON_0001769	PATO_0000117
OBA_VT0006235	UBERON_0001771	PATO_0001555
OBA_VT0006237	UBERON_0002443	PATO_0000051
OBA_VT0006241	UBERON_0001771	PATO_0000140
OBA_VT0006245	UBERON_0000965	PATO_0000140
OBA_VT0006250	UBERON_0011918	PATO_0000051
OBA_VT0006256	UBERON_0014389	PATO_0000051
